PetID,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,AdoptionSpeed
0073c33d0,1,1,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41327,0,1,86
63057be1d,1,10,307,0,1,1,5,7,2,2,2,2,2,1,1,0,41326,0,2,32
ca74b17a9,2,12,283,0,2,1,7,0,3,1,2,2,2,1,1,0,41326,0,2,2
2302acf06,1,2,307,0,3,1,2,5,2,1,2,2,2,1,2,0,41326,0,4,65
e88f72461,2,10,292,268,3,2,3,7,2,1,2,2,2,1,3,0,41326,0,3,17
8e68a9075,1,0,307,307,3,1,2,5,1,2,2,2,3,1,7,0,41326,0,8,47
cf76c794a,1,1,218,0,2,1,2,5,2,1,2,2,2,1,2,0,41326,0,1,6
2e3bec724,1,3,141,307,2,1,2,5,3,2,1,1,2,1,1,0,41326,0,9,46
695925a2a,1,2,307,0,2,1,7,0,2,2,2,2,2,1,1,0,41401,0,2,1
46256943,1,6,307,0,2,2,0,0,2,1,2,2,1,1,1,0,41401,0,4,9
e736ab042,2,1,266,0,3,1,4,6,1,1,2,2,2,1,4,0,41326,0,0,25
ae14a91dc,1,1,307,0,2,1,2,5,2,2,2,2,2,1,1,0,41401,0,14,22
d1531602c,2,6,266,0,2,3,4,7,1,1,1,1,2,1,1,0,41326,0,4,76
87fa5c42b,1,2,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41327,0,3,13
d476272d7,1,95,214,0,2,2,0,0,3,1,1,1,1,1,1,0,41326,0,2,100
2b7222d13,1,48,109,0,2,3,0,0,3,3,1,1,2,1,1,0,41326,0,0,1
6be0a8fcd,1,4,307,0,3,2,0,0,2,1,2,2,2,1,5,0,41326,0,5,38
82e86dcbb,1,1,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41326,0,3,29
4d4c7be64,1,1,307,0,3,2,0,0,2,2,2,2,2,1,4,0,41326,0,4,58
94b587221,2,2,266,0,1,4,0,0,2,1,2,1,2,1,1,0,41401,0,9,13
63d254530,2,4,266,254,2,1,2,7,2,1,2,1,2,1,1,0,41401,0,22,57
1ba488d80,1,1,307,307,1,1,0,0,2,2,2,1,2,1,1,0,41326,0,3,27
a7df878ea,2,4,266,0,1,1,0,0,1,1,2,1,2,1,1,0,41401,0,6,51
afa694eb4,1,2,307,0,1,4,0,0,2,1,2,2,2,1,1,20,41327,0,1,60
a2dc697f6,1,2,307,0,2,1,7,0,2,2,2,1,2,1,1,0,41326,0,12,65
a819945dc,2,3,283,0,3,2,4,6,1,1,2,1,2,1,6,0,41332,0,2,23
3c3b9b731,2,2,266,0,1,1,6,7,1,1,2,2,2,1,1,0,41326,0,2,100
653b3e668,2,4,266,0,1,1,0,0,2,1,2,2,2,1,1,0,41326,0,2,3
a4c903a3d,1,12,307,0,1,1,2,0,2,1,1,1,1,1,1,0,41401,0,1,100
a40a8c0ce,1,2,307,0,2,1,4,0,2,2,2,2,2,1,3,0,41326,0,5,2
786486296,2,6,265,0,1,1,0,0,2,3,1,1,1,1,1,0,41401,0,1,100
2c281057a,1,2,307,0,1,1,2,0,1,2,2,2,2,1,2,0,41326,0,5,3
076d6f830,2,2,265,0,2,1,3,0,2,2,2,2,2,1,1,50,41326,0,5,20
8044a4f7e,1,5,307,0,1,2,5,7,2,1,3,3,3,1,1,10,41326,0,3,100
25c1c662b,2,3,266,0,1,3,4,0,2,1,2,2,2,1,1,0,41327,0,1,3
3b3b37546,2,6,276,0,1,1,0,0,2,2,2,2,2,1,1,50,41326,0,2,5
dfb8034b5,2,2,266,0,3,1,2,0,2,1,2,1,2,1,2,0,41326,0,3,18
45d1d74ca,1,24,307,0,2,1,0,0,2,1,1,1,1,1,2,0,41326,0,6,100
45ba264f2,2,12,266,266,2,2,7,0,1,1,2,2,1,1,1,0,41326,0,7,100
8e2335bf5,1,12,307,0,1,1,4,0,2,1,2,1,2,1,1,0,41336,0,5,18
6438c6b3f,1,2,307,0,3,1,2,7,2,1,2,2,2,1,4,0,41325,1,1,100
d9c54752f,2,8,266,0,2,6,7,0,2,1,3,3,3,1,1,0,41401,0,5,18
c8172e598,1,1,307,0,3,1,2,7,2,2,2,1,3,1,2,0,41326,0,1,24
74e316be1,1,3,307,0,2,1,2,0,3,1,3,3,2,1,1,0,41326,0,2,25
7e1a6a1f0,2,3,266,0,2,7,0,0,2,2,3,3,2,1,1,50,41401,0,3,19
44594e996,1,0,307,0,3,1,2,7,1,1,2,2,2,1,6,0,41326,0,22,27
da3702af2,2,6,266,0,2,6,0,0,1,1,2,1,2,1,1,0,41326,0,3,11
7199d2d4c,2,4,266,0,1,1,7,0,2,1,2,2,2,1,1,0,41401,0,15,3
6dbb13673,2,2,299,0,1,4,6,0,2,2,2,1,2,1,2,100,41401,0,3,100
c7b7dae2f,2,3,266,0,3,2,4,5,2,1,2,2,2,1,10,0,41326,0,0,6
8fb06a963,1,132,195,0,2,1,0,0,1,1,1,1,1,1,1,0,41327,0,0,100
32aa78316,2,3,266,0,2,2,4,0,2,1,2,1,2,1,1,0,41326,0,4,75
115a4b208,1,2,307,0,1,1,7,0,2,2,1,1,2,1,1,0,41326,0,2,56
571ce0202,2,6,299,0,1,6,0,0,2,1,2,2,2,1,1,50,41326,0,4,2
c2aeb6a1f,1,2,307,0,3,1,2,5,2,1,2,2,2,1,6,0,41336,0,20,4
172c8129a,1,36,218,72,2,1,2,7,1,1,1,1,1,1,1,0,41326,0,5,100
5a3e60ced,1,2,307,0,2,7,0,0,2,1,2,2,2,1,1,0,41326,0,5,100
d4bffbe04,2,1,266,0,2,2,7,0,3,1,2,1,2,1,1,0,41326,0,3,17
1c74d62ed,1,10,307,0,2,7,0,0,2,1,2,1,1,1,1,0,41401,0,2,100
d5ba03e9a,2,36,266,0,2,4,0,0,3,1,1,1,2,1,1,0,41401,0,10,100
35a62a8b1,1,3,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41401,0,1,100
840538f14,2,2,266,265,1,2,7,0,2,2,2,1,2,2,2,0,41326,0,4,39
045d9a498,2,24,266,0,1,1,7,0,2,1,1,1,1,1,1,0,41326,0,2,4
ed9936705,1,2,307,0,3,2,4,7,2,1,2,2,3,1,5,0,41326,0,7,43
3cc9490b8,1,2,307,0,2,1,7,0,2,2,3,3,1,1,1,0,41401,0,3,100
c78cea205,2,1,264,0,2,3,0,0,1,3,3,3,3,1,1,0,41326,0,5,6
dea0253b6,1,1,307,0,1,1,7,0,2,1,2,2,2,1,1,0,41326,0,8,3
764837930,1,19,307,78,3,1,2,7,2,1,3,3,3,1,3,0,41401,0,16,100
e257f17da,2,3,266,266,3,1,2,6,1,1,2,1,2,1,3,0,41326,0,2,74
79e5de9a7,1,24,307,0,1,5,0,0,2,2,3,3,1,1,20,0,41332,0,1,6
2c21d7f68,2,2,266,0,2,1,4,7,2,1,2,1,3,1,1,0,41326,0,5,6
b3c2305b0,2,2,266,0,1,2,6,7,2,2,2,2,2,1,2,0,41401,0,5,5
391da7c7d,1,2,307,0,1,2,3,0,1,2,2,2,2,1,1,50,41326,0,1,100
4bef58278,1,1,307,0,1,1,0,0,2,1,2,2,1,1,1,0,41336,0,3,100
507db6e4f,2,30,266,0,2,1,7,0,1,1,1,1,1,1,1,50,41401,0,1,23
39fcd2ca4,1,3,307,0,1,1,0,0,2,1,2,2,2,1,1,0,41326,0,1,10
d1274381b,2,2,266,0,2,2,0,0,1,1,1,1,2,1,1,50,41326,0,1,21
0045ed62a,2,1,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,3,90
0cb5ad250,2,48,265,0,2,6,7,0,2,2,1,1,1,1,1,0,41326,0,4,2
6ea6cde88,2,36,264,0,2,1,2,0,2,3,2,2,1,1,1,0,41401,0,3,39
47fb86cbd,2,4,266,0,1,1,2,6,1,1,3,3,3,1,1,0,41401,0,3,100
1fba191e3,1,12,307,0,1,2,0,0,2,2,1,1,1,1,1,0,41401,0,6,100
f1ceeda99,1,9,307,0,1,2,7,0,2,1,2,1,2,1,1,0,41326,0,2,100
8df0bb3b3,1,2,307,76,1,1,7,0,2,1,1,1,2,1,1,0,41326,4,18,86
9c178d0f4,2,27,265,265,2,3,4,5,2,2,2,2,1,1,1,0,41401,0,4,100
528563012,2,5,265,0,2,6,7,0,2,2,2,2,2,1,1,0,41326,0,3,65
555e742f9,1,2,218,307,2,1,2,0,2,2,1,3,2,1,1,0,41326,0,3,41
8dc7b3ffa,2,1,265,0,1,1,2,0,1,2,2,2,2,1,1,0,41326,1,1,16
4eb61ccb3,1,1,307,0,3,1,2,4,2,1,3,3,3,1,6,100,41327,0,3,100
6aa6cfaaa,1,2,307,307,3,1,2,0,2,1,2,2,2,1,5,0,41326,0,6,7
ad9ad0883,2,12,303,276,2,1,2,4,2,1,2,2,2,1,1,0,41326,0,1,16
cf86cc5ea,1,20,307,78,1,1,2,0,2,1,1,1,1,1,1,0,41401,0,2,83
0edacb2ed,2,6,266,0,2,4,7,0,1,1,2,2,2,1,1,0,41336,0,3,14
2cb9ce5ac,2,2,266,266,2,1,7,0,2,2,2,2,2,1,1,0,41326,0,3,28
8c28914a9,1,3,307,0,2,7,0,0,2,1,2,2,2,1,1,20,41327,0,1,73
5b214efd1,1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,20,41326,0,12,5
a6593fb48,2,7,266,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,0,6,65
f3551e91f,2,3,266,266,1,7,0,0,2,1,2,1,2,1,1,0,41401,0,1,28
5c2fdb3cd,2,2,266,266,3,1,6,7,2,2,2,2,2,1,5,0,41326,0,10,23
3e82bfd8d,1,2,307,0,1,1,2,7,1,2,1,1,2,1,1,0,41326,0,5,6
6ca8be82b,1,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,4,100
35bb8ee8f,1,12,307,0,2,1,7,0,2,1,2,2,2,1,1,20,41327,0,1,100
9f194db92,2,3,266,0,3,2,4,0,2,1,1,1,1,1,5,100,41326,0,5,53
c32f8daca,2,1,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,1,21
828f48390,1,7,307,0,2,2,0,0,2,1,1,1,2,1,2,0,41401,0,3,100
89c980093,1,1,307,307,1,1,2,0,2,2,2,1,2,1,1,0,41326,0,1,83
a9be5c4ab,2,8,266,0,2,1,2,7,2,1,3,3,3,1,1,0,41401,0,5,5
f97d14e01,1,24,179,0,3,2,5,0,1,2,1,1,1,1,2,350,41401,0,3,61
b780980c1,1,24,307,0,1,2,7,0,2,1,1,1,1,1,1,0,41401,0,13,75
04b5f77c0,1,2,307,0,2,2,0,0,2,2,3,3,3,1,1,0,41324,0,1,100
d2f099410,2,2,265,0,1,4,0,0,3,2,2,1,3,1,1,40,41326,0,4,16
fe481f81c,1,24,307,0,2,5,0,0,2,2,1,1,1,1,20,0,41332,0,1,100
e0667be3b,1,84,60,0,1,2,0,0,1,1,1,1,2,1,1,0,41401,1,6,19
cdf5760e8,1,2,307,0,3,1,2,5,2,1,3,3,3,1,5,0,41401,0,3,15
9ce816de6,2,2,266,0,2,2,7,0,1,1,2,2,2,1,1,50,41326,0,1,7
183eb3fe5,2,2,242,0,1,5,7,0,2,3,1,1,2,1,1,400,41326,1,14,59
96a1bce27,1,1,307,307,1,2,0,0,2,2,2,2,2,1,1,0,41332,0,1,66
fb9ae7d12,2,3,266,0,3,4,6,7,2,1,2,1,2,1,2,0,41335,0,4,2
1c6e35149,1,1,307,0,2,2,0,0,2,2,1,2,2,1,1,0,41326,0,2,16
f69a878a6,1,1,50,0,2,2,0,0,2,1,2,2,2,1,1,0,41401,0,4,2
8ba1566de,2,1,273,0,3,1,3,7,1,1,2,1,2,1,5,0,41401,0,1,1
64cf73826,2,5,285,247,2,1,2,7,2,1,2,2,2,1,1,0,41401,0,1,100
04c9a643d,2,5,265,0,2,6,0,0,1,2,1,1,1,1,1,0,41401,0,5,13
ce6fe7377,2,24,265,0,1,5,7,0,2,2,2,1,1,1,1,200,41401,0,3,67
5eb152e2a,1,24,128,0,1,2,7,0,2,1,1,3,2,1,1,1,41326,0,1,89
6c5079e85,1,2,70,307,1,2,7,0,2,1,2,2,2,1,1,0,41326,0,3,1
bed78eb25,1,1,307,0,2,1,2,5,2,2,2,2,2,1,1,0,41401,0,6,23
e11190906,2,6,266,266,2,1,4,7,2,1,2,1,2,1,1,0,41401,0,3,100
9e6d5d0df,1,2,307,307,3,2,7,0,1,1,2,2,2,1,2,0,41401,0,3,100
f7a7fc91f,2,2,265,0,2,1,4,7,2,2,2,2,2,1,2,0,41326,0,5,7
355743336,1,1,307,0,2,2,7,0,2,2,2,1,2,1,1,0,41326,0,4,4
0691034ac,1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41401,0,8,79
3e463e29e,1,5,307,307,1,1,7,0,3,2,1,1,1,1,1,0,41326,2,6,9
c32940f0f,1,84,100,0,1,3,7,0,2,1,1,1,2,1,1,100,41327,0,7,23
b70f7c3d6,2,12,292,0,2,2,3,7,2,1,2,2,2,1,1,0,41326,0,4,25
3b0b2a86a,1,3,195,0,1,6,7,0,1,2,1,1,2,1,1,0,41336,0,5,3
eb5ce7ea2,2,4,265,0,1,2,0,0,1,2,3,3,3,1,1,0,41326,0,4,100
27268f547,2,14,299,0,1,3,0,0,3,1,2,1,1,1,1,0,41326,0,5,8
db1f9bca1,2,2,266,0,2,6,7,0,2,1,1,1,2,1,1,0,41401,0,2,100
ee7d6cf3f,2,32,247,283,1,1,2,7,2,2,3,3,3,1,1,0,41401,0,1,100
67839e63d,1,2,141,307,2,1,3,7,3,1,2,2,2,1,1,0,41325,0,5,14
79785984,1,2,307,0,2,1,2,3,2,2,1,1,2,1,1,0,41326,0,5,5
3ca4780f5,2,2,265,0,1,4,7,0,2,2,2,2,2,1,1,0,41401,0,7,3
965b31ba7,1,3,218,0,1,3,5,0,2,1,2,1,2,1,1,0,41326,0,2,4
6469a2a4a,1,5,103,75,2,1,2,0,2,1,3,3,2,1,1,550,41401,0,5,17
9d466bbca,2,8,266,267,2,1,2,4,2,1,2,2,2,1,1,10,41326,0,11,41
bb5f471dd,1,36,78,0,1,1,0,0,2,1,1,1,1,1,1,0,41330,0,1,9
0c0bae9fb,2,3,266,0,1,1,7,0,2,1,2,3,2,1,2,0,41401,0,9,84
d79342c8d,1,1,307,307,3,2,0,0,2,2,2,2,2,1,2,0,41327,0,6,12
ba3ee71f8,2,16,266,0,2,1,6,0,2,2,1,1,1,1,1,0,41401,0,3,100
0907a14f3,2,12,266,0,2,1,2,0,1,1,1,1,1,1,1,0,41326,0,8,24
4f58a37d5,2,3,266,0,2,6,7,0,1,1,1,1,2,1,1,10,41326,0,14,76
5902c3051,1,2,307,0,2,2,7,0,2,1,3,3,3,1,1,0,41326,0,7,16
ac813296c,1,7,307,20,1,5,7,0,2,1,1,1,1,1,1,0,41330,0,8,89
94d65e361,2,120,292,283,2,2,6,7,1,1,1,1,1,1,1,0,41401,0,4,100
8755daaed,2,2,266,0,1,3,0,0,2,1,1,1,2,2,1,0,41326,0,5,7
b477ad589,1,12,307,0,1,2,0,0,2,1,1,1,1,2,1,0,41326,0,1,38
564356241,1,24,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41326,0,3,66
63a542d16,1,3,307,189,2,1,2,0,2,2,1,1,2,1,1,0,41326,1,5,4
6eab205e6,2,18,266,0,2,3,7,0,1,1,1,1,1,1,1,0,41326,0,1,30
ee15edbb0,1,3,307,0,2,1,0,0,2,1,2,1,2,1,1,80,41326,0,1,83
0864eb66d,2,3,266,0,1,4,7,0,1,1,2,1,2,1,1,0,41401,0,1,4
a3449e0d0,1,0,307,307,1,1,7,0,2,1,2,2,2,1,1,0,41326,0,3,2
98567db2f,2,2,266,265,2,1,6,7,1,2,2,1,2,1,2,100,41326,0,10,5
6348b55cb,1,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,1,36
0c05a138b,2,1,243,0,1,6,0,0,2,1,2,2,2,1,1,0,41401,0,5,1
907f77c78,1,15,307,0,1,2,5,0,2,1,1,1,1,1,1,0,41326,1,1,41
4982cc983,1,1,307,0,3,1,5,7,3,1,2,2,1,1,4,0,41336,0,4,7
6668704bf,1,28,206,0,1,1,7,0,3,2,1,1,3,1,1,50,41326,0,2,4
21fcd15c6,2,12,265,0,2,1,2,7,2,2,3,3,2,1,2,0,41401,0,8,29
4cfd0fac0,1,18,307,0,1,2,7,0,2,1,1,1,1,1,1,0,41401,0,6,100
b51b41933,2,12,292,0,2,1,2,3,1,2,2,1,1,1,1,150,41401,0,19,8
86f40e2b4,1,1,307,0,1,7,0,0,2,1,3,3,3,1,1,0,41401,0,1,6
732a2ed35,1,2,307,0,2,5,0,0,2,2,2,2,2,1,1,150,41326,2,3,90
b7a19c5ac,2,1,266,0,3,1,7,0,2,1,2,2,2,1,4,0,41401,0,1,11
d946f7a55,2,4,266,0,1,1,0,0,1,1,2,1,2,1,1,0,41327,0,4,100
7c9e666a7,2,36,265,0,1,2,7,0,2,2,1,1,1,1,1,0,41326,0,3,100
7bc54baef,2,24,285,0,2,1,7,0,1,3,3,2,3,1,1,0,41401,0,1,100
221cc9a2b,1,4,307,0,1,1,4,0,2,1,1,1,1,1,1,0,41330,0,2,24
530aac28c,2,6,266,0,3,5,6,7,2,2,2,1,2,1,2,0,41401,0,5,6
32f29129c,2,10,264,0,2,2,4,7,1,2,1,1,1,1,1,120,41326,0,3,19
fb9783859,2,12,266,0,1,7,0,0,2,1,1,1,1,1,1,0,41401,0,1,100
5a17d8cea,2,4,266,266,3,1,2,7,2,1,2,2,2,1,4,0,41326,0,5,100
a6e37f91b,1,4,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41401,0,10,48
7dcbe3383,1,2,307,218,2,1,2,7,2,1,2,1,2,1,2,0,41326,0,10,100
f7550219b,1,2,307,0,2,2,5,7,2,2,2,2,2,1,4,0,41326,0,5,30
f775ef952,2,25,292,292,1,2,0,0,3,1,1,1,1,1,1,0,41326,0,1,22
f0982978a,2,2,266,0,2,1,3,7,1,1,2,2,2,1,1,0,41401,0,3,4
2c1c1b557,2,6,265,265,2,1,7,0,2,2,2,2,2,1,1,89,41326,0,2,100
919a7dd34,1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,1,1
e2334b5d7,2,3,264,265,1,3,4,5,1,2,2,1,2,1,1,0,41326,0,5,3
5ac0ddea0,1,12,307,78,2,1,2,0,2,1,2,2,1,1,1,0,41326,0,1,66
4d7fd1ee8,2,4,266,0,2,4,5,7,1,1,3,1,2,1,1,0,41401,0,8,78
26bba34a6,1,1,307,0,1,2,0,0,1,2,1,1,2,1,1,0,41332,0,1,100
8de51ad1e,1,2,307,0,2,6,0,0,2,1,3,3,3,3,1,0,41326,0,0,89
60a36cab1,1,1,307,0,3,2,0,0,1,1,2,2,2,1,5,0,41326,0,0,100
55553842f,1,1,307,0,2,2,0,0,2,1,2,2,2,1,1,20,41327,0,1,17
e2cf62da9,1,24,307,307,2,7,0,0,3,2,1,1,2,1,1,0,41326,0,5,100
0b3deeb66,1,1,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,0,3,6
c12ee8ef0,2,3,266,0,2,1,3,7,2,1,2,2,2,1,1,0,41332,2,3,24
229d33382,2,6,265,0,2,2,6,7,2,3,3,3,3,1,1,0,41401,0,6,0
a706b0eb9,2,3,265,0,2,1,2,6,2,2,1,1,2,1,1,60,41326,0,5,5
9aa9d63f8,1,2,307,0,2,4,0,0,1,1,2,1,2,1,1,0,41326,0,2,4
9daa740bb,2,3,266,0,2,1,6,7,1,1,3,3,3,1,2,0,41332,0,2,22
e3e339d6f,1,2,307,307,2,1,2,0,2,1,2,2,2,1,1,0,41325,0,1,22
f24991ef7,2,1,266,0,2,1,7,0,1,1,3,3,3,1,1,10,41326,0,8,100
5f28b76d7,2,10,266,0,1,2,0,0,2,1,1,1,1,1,1,100,41401,0,1,100
5163abb6e,1,3,307,0,1,2,5,7,2,2,2,2,2,1,5,0,41327,0,12,57
4040a04bb,2,4,266,0,1,4,7,0,2,1,1,1,2,1,1,0,41401,0,17,28
216550479,2,1,265,266,3,1,6,7,2,2,2,2,2,1,2,0,41326,0,2,3
7d2e6ed97,2,12,285,0,3,1,7,0,2,2,1,1,2,1,3,0,41401,1,9,1
7e87938c3,2,3,266,0,3,2,0,0,2,1,2,2,2,1,2,0,41401,0,3,11
ef9b5808b,1,48,205,0,1,5,7,0,1,3,1,1,1,2,1,400,41326,0,2,28
5b0355a1b,1,18,173,0,1,6,0,0,2,1,1,1,2,1,1,10,41326,0,2,75
770eca5eb,2,2,265,0,3,5,6,0,2,2,2,2,2,1,3,0,41330,0,4,100
cde10c57e,1,1,189,307,1,1,2,0,2,2,2,2,2,1,1,0,41401,0,2,3
fa4314902,2,2,266,0,3,1,2,0,1,1,2,2,2,1,3,0,41367,0,1,0
c78cc1272,2,12,266,266,1,1,7,0,2,1,1,1,2,1,1,0,41401,0,1,100
2e989d559,2,10,292,285,1,5,7,0,3,2,2,2,3,1,1,0,41326,0,3,0
29eda0717,1,2,307,189,2,1,3,0,3,2,1,1,2,1,1,0,41326,0,6,7
91b088719,2,80,265,0,2,2,6,7,2,2,1,1,1,1,1,0,41326,0,2,100
0e4049f6d,1,2,307,307,2,2,0,0,2,1,2,1,2,1,1,0,41326,0,6,9
310c3f884,2,30,266,0,2,1,6,7,2,1,1,1,1,1,1,0,41326,0,2,100
6fa5384b8,2,12,265,0,2,4,5,7,2,2,3,3,1,1,1,0,41401,0,4,100
e4f17eace,2,1,265,265,3,1,4,7,2,2,3,3,3,1,4,0,41326,0,8,27
f031aaaef,1,2,307,0,1,6,7,0,1,1,1,1,2,1,1,0,41330,0,6,40
03d59fc21,2,1,265,0,3,2,3,0,1,2,2,2,2,1,2,0,41326,0,3,4
c3ed4c50b,2,9,266,0,1,1,0,0,2,2,1,1,2,1,1,0,41401,0,5,37
ccd36a0f2,1,108,109,213,2,3,5,7,2,2,1,2,3,1,1,0,41326,0,1,100
a1769f482,2,48,266,0,1,3,7,0,2,2,2,2,2,1,1,0,41326,0,3,28
eb11a4321,2,2,292,0,2,7,0,0,1,3,1,1,2,1,1,0,41326,0,0,100
d5a7d4dc9,2,2,266,266,3,1,2,7,1,1,1,1,2,1,2,0,41332,0,4,100
dc1c9f8d5,2,4,266,0,1,1,0,0,2,1,1,1,1,2,1,0,41326,0,5,33
49e7b59e9,2,3,266,0,2,2,3,0,1,1,1,1,2,1,3,0,41326,0,3,100
c296177eb,2,12,266,0,2,1,2,6,3,1,2,2,2,1,1,0,41326,0,3,63
c2eec623c,1,48,307,0,2,2,0,0,2,1,1,1,1,1,1,100,41326,0,1,100
52da0c86c,2,2,266,0,1,1,6,7,1,1,2,2,2,1,1,0,41401,0,4,13
22e4974f2,1,2,307,0,2,1,7,0,2,1,2,1,2,1,1,0,41326,0,6,9
f0cd0a4cc,2,4,265,266,3,2,6,0,1,2,2,2,2,1,2,0,41401,0,2,32
b6c338f94,1,12,307,307,1,2,7,0,2,1,3,3,3,1,1,0,41326,0,4,100
1c4afcc03,1,12,307,0,1,2,7,0,2,2,1,1,1,1,2,0,41401,0,1,100
a37a24a58,1,4,117,307,2,2,5,0,2,1,2,2,2,1,1,0,41401,0,5,4
d37c4c951,2,5,265,266,1,3,4,0,2,2,3,3,3,2,1,0,41401,0,2,17
75758ad3f,2,1,243,0,2,1,4,7,1,1,2,2,2,1,1,0,41345,0,1,100
bb4e0ddb3,1,4,206,103,1,1,7,0,3,2,1,1,2,1,1,600,41326,0,3,4
b03336851,2,8,288,276,2,2,5,7,2,3,2,2,2,1,1,0,41326,0,4,0
98f5b7ecf,2,2,265,0,2,4,7,0,2,2,2,2,2,2,1,0,41326,0,4,86
4e7a22c99,1,2,307,307,2,1,7,0,2,1,3,1,3,1,1,0,41326,0,1,29
76c194060,1,2,307,0,1,1,7,0,2,2,2,2,2,1,2,0,41401,0,2,8
5eaee2353,2,1,265,0,3,1,2,5,2,2,2,2,2,1,5,0,41326,0,3,65
9b2d6b1f3,2,3,265,0,1,4,7,0,1,2,1,1,2,1,1,0,41326,0,2,5
8b56fecb8,1,36,147,0,2,7,0,0,1,1,3,3,3,1,1,50,41326,0,2,0
f922bd640,1,2,307,0,2,2,3,7,2,2,2,2,2,1,1,0,41326,0,2,100
cfbbeec5a,1,3,307,0,2,1,0,0,1,2,2,2,2,1,1,0,41326,0,2,100
c8a528b69,2,5,265,0,1,4,7,0,2,2,2,2,2,1,1,100,41361,0,4,6
11a3055b7,1,4,141,0,1,2,3,0,2,2,1,1,2,1,1,0,41325,0,25,49
533c528ec,2,2,266,0,1,1,7,0,2,2,1,1,2,1,2,0,41335,0,9,24
6085869a7,2,4,266,0,2,3,7,0,2,2,3,1,2,1,1,0,41326,0,1,36
6806f15f3,1,1,218,307,2,1,2,0,2,2,1,3,2,1,1,0,41326,0,3,45
56b63bfb3,1,8,307,0,2,2,5,0,2,1,1,1,1,1,1,0,41401,0,8,72
1.79E+121,1,48,119,0,2,1,7,0,2,2,1,1,1,1,1,0,41326,0,0,28
869a1634e,1,9,119,213,2,1,3,5,2,2,1,1,1,1,1,200,41336,0,14,77
54e7cfcc5,2,2,265,0,1,1,6,7,3,2,2,1,3,1,1,0,41326,0,5,20
7adf54516,1,4,103,307,1,1,0,0,2,1,1,1,2,1,1,200,41326,0,7,86
504ce7187,2,6,266,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,0,1,23
48a44eac5,1,2,307,307,1,1,2,7,2,1,2,2,2,1,1,0,41326,0,1,100
129df65b1,2,4,285,299,1,4,0,0,1,2,2,1,2,1,3,100,41401,0,0,100
32148e0fc,1,24,213,0,2,7,0,0,1,3,1,1,3,1,1,0,41326,0,2,3
f526c71a0,2,1,266,0,3,1,4,7,2,1,2,1,2,1,4,0,41326,0,3,100
56b0b72b1,1,24,169,60,1,2,0,0,1,1,1,1,1,1,1,0,41326,0,3,10
da9d78f91,1,2,307,0,2,1,2,7,2,2,2,2,2,1,1,0,41326,0,1,29
962c84aa9,1,10,125,39,2,1,7,0,2,2,1,1,1,1,1,0,41326,0,6,21
205714da6,2,12,266,299,2,1,2,0,1,1,1,1,1,1,1,0,41326,0,5,24
d5262ce2b,2,24,295,0,1,3,0,0,2,2,1,1,2,1,1,0,41401,0,4,100
ec7517f68,2,5,266,0,1,2,5,7,2,1,2,2,2,1,1,0,41401,0,1,19
5fed61438,1,6,152,213,2,1,0,0,1,2,2,1,2,1,1,0,41401,0,3,10
acdf99f98,1,4,307,307,2,1,2,0,2,2,1,1,2,1,1,150,41326,0,1,100
b607db8c0,2,2,266,266,3,1,7,0,2,1,2,2,2,1,2,0,41326,0,3,80
c77a68714,1,5,307,0,2,1,2,7,2,1,2,2,2,1,1,0,41401,0,5,100
37438ea50,1,2,307,0,1,1,2,0,2,1,2,2,2,1,1,20,41327,0,1,41
0fa63169f,2,1,265,0,3,1,4,6,1,2,3,3,2,1,4,0,41401,0,1,100
3a9f1c036,1,3,307,0,2,5,0,0,2,1,2,1,2,1,1,0,41327,0,10,75
850cb2e50,1,60,173,0,1,6,0,0,3,1,1,3,1,1,1,0,41332,0,2,100
e62224eeb,1,4,307,0,1,1,0,0,1,1,2,2,2,1,1,0,41336,0,4,75
7df257784,2,2,249,299,3,1,6,7,1,1,2,2,2,1,5,0,41326,0,5,12
eeb60466e,1,2,307,0,2,1,2,7,1,1,2,2,2,1,4,0,41327,0,5,5
393198f9d,2,1,266,0,1,3,7,0,1,1,2,1,2,1,1,0,41401,0,5,3
97b469d4b,1,96,141,0,1,3,7,0,2,1,1,1,3,1,1,0,41326,0,4,10
